document_title,eisenhower_url,naid,collection,topic,bibliography_matches,matched_bibliography_files,unit_record_matches,matched_unit_records
"This significant collection contains reports, the daily diary maintained by Eisenhower’s naval aide,",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"cables between Eisenhower and General George C. Marshall, and correspondence between",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
Eisenhower and almost all of the major figures involved in planning and executing Operation Overlord,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),819,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json,0,
"EISENHOWER, DWIGHT D.: Records as President, 1953-1961",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
Normandy invasion. The President’s Personal File of the White House Central Files contains,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
"of Artificial Harbors for the Normandy Invasion of 1944 (Mulberry “B”), 1943-1944",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,DWIGHT D. EISENHOWER LIBRARY: Small Manuscript Collections,Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
This collection consists of a report on the build-up of military strength prior to the Normandy Inva,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"GILMER, DAN: Secretary of the General Staff, SHAEF Reports, 1943-1944",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
and a report on SHAEF operations data.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"GILMER, DAN: Secretary of the General Staff, SHAEF Reports, 1943-1944",Operation Overlord (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
later assigned to the personal staff of Dwight D. Eisenhower and served as one of his secretaries in,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"HALL, GEORGE: Papers, 1976-1999",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"events surrounding the invasion. In preparation for his biography, Hall obtained a copy of her D-Day",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"HALL, GEORGE: Papers, 1976-1999",Operation Overlord (Subject Guide),77,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json; report_to_bormann_01KPVC8N7XTH5Z99ABEPKZGJKB.json; ltr_gavin_to_maj_gen_paul_l_williams_01KT9TDCJFKZC6KYD6JRJBNY98.json; study_by_the_kdtr_dbef_eifel_und_saarpfalz_01KSEE8V21F0JGGX2V8E9P4EH4.json,0,
"within his papers is a draft of a speech to be given by Eisenhower on May 31, 1961.",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"HALL, GEORGE: Papers, 1976-1999",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"Normandy Invasion. Included in his papers are the war diary, history and combat operations data. For",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"HODGES, COURTNEY HICKS: Papers, 1904-1965",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
"Jackson served as Deputy Chief, Psychological Warfare Division (PWD), SHAEF, 1944-45. His",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"HODGES, COURTNEY HICKS: Papers, 1904-1965",Operation Overlord (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
Army. His memoirs of the war include information about the planning and coordination of Overlord,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),444,ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json; eisenhower_to_ccs_01KSDGRV10GZTKJ5BTM867SEBR.json; directive_to_commanders_01KS3GDGP010HG4AN4MTHASHE7.json,0,
Public Relations between SHAEF and ETO.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
Ernest R. “Tex” Lee Lee served as Eisenhower’s military aide throughout the whole of World War II an,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"along with naval aide Harry Butcher, Lee was responsible for managing Eisenhower’s personal affairs.",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
His papers include his diary for the months leading up to and including the Normandy Invasion.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
Nevins was a career army officer and a close friend of Dwight D. Eisenhower. Soon after Eisenhower’s,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"death, General Nevins began to write a book about his friendship with Eisenhower. The 1972 draft",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
"manuscript, Looking Back: Over More Than Fifty Years of Friendship With General Eisenhower, was",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),575,fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json; cable_to_marshall_cpa_90255_01KQV0KE1ZVD8QZCNXVBXE8M7Q.json; cable_marshall_to_eisenhower_01KQ67WVV4MJDV63RH8TD5HFAD.json,0,
protect Allied forces landing in Normandy by using its guns to attack German defenses near the beach,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),106,intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json; 8th_div_g_3_jnl_entry_0815_30_jul_01KPT49DTXK4E1DS904FFQ8BVE.json,0,
and personal correspondence to his wife mentioning the invasion.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),77,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json; report_to_bormann_01KPVC8N7XTH5Z99ABEPKZGJKB.json; ltr_gavin_to_maj_gen_paul_l_williams_01KT9TDCJFKZC6KYD6JRJBNY98.json; study_by_the_kdtr_dbef_eifel_und_saarpfalz_01KSEE8V21F0JGGX2V8E9P4EH4.json,0,
"forces in Europe. He was assigned to the Psychological Warfare Division of SHAEF, where he",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),995,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json; memo_sub_decisions_reached_at_supreme_commanders_conf_18_oct_44_dtd_22_oct_44_01KT7YPJS0YVYNHDJN1ZH7YWFX.json,0,
specialized in radio broadcasting. At the time of the Normandy Invasion in June 1944 Paley arranged,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
At the time of the Normandy Invasion Sanders was a Captain in command of the U.S. Destroyer,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
relating to the invasion and newspaper clippings from the 10th anniversary observances in Normandy i,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),175,research_and_analysis_to_fix_earliest_practicable_date_for_invasion_of_western_e_01KQ68N782VCFZMKQ83X27N773.json; intentions_second_british_army_and_first_canadian_army_19_20_21_and_23_aug_01KPSY97B5VKNJH2NEGVKBPSG4.json; remarks_on_90th_division_performance_01KPVBW7KQV6MJXCSZTQY9T04M.json; 12th_army_group_report_of_operations_01KQ96PXTQTFRRHS5P9CD6ESEA.json; fusa_psychological_warfare_division_letter_bombing_of_st_lô_4_july_1944_01KPT3M5NYB7DQ4YSJFBH6X5A8.json,0,
"SMITH, THOR M.: Papers, 1942-1986",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),98,smith_to_bradley_01KS3J4ECWTG9RJN51KP4KJRY8.json; letter_to_montgomery_15_september_1944_01KS0ZV0NQ2FHEQD91RPXP83VS.json; de_guingand_to_smith_26_sep_44_01KT7WZTY1550Z2M8PXKRT5VDN.json; cbl_smith_to_eisenhower_5_jan_44_eisenhower_personal_files_see_bibliographical_n_01KQ6GA50AS799AW9QN2XEJA88.json; cbl_eisenhower_to_smith_6_jan_44_eisenhower_personal_files_01KQ67WBVNV4BFF7NV7N3466N9.json,0,
Thor M. Smith served as a public relations officer for General Eisenhower at SHAEF Advance,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),1214,messages_to_agwar_for_jps_01KQ96QXWVTBJVTE0KTH9KEM4C.json; fwd_13765_4_sep_44_and_fwd_14764_14_sep_44_eisenhower_to_comdrs_01KTA7ZXY1QNG8X018BQR0CJJX.json; ltr_airborne_opns_to_further_overlord_6_jul_01KQ7YKC2VS82T5JY5CKHV1VD7.json; cosintrep_36_01KPT5AG09T49JVHSC22X500FY.json; eisenhower_to_12th_and_6th_a_gps_fwd_15934_26_sep_44_01KS8KB8C9SBZXEGPTWB77183B.json,0,
"Smith, also a journalist, who worked as the AP Bureau Chief for Reno, Nevada. Also included are",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/operation-overlord.pdf,,"LAWRENCE, JUSTICE BALDWIN: Papers, 1934-2003",Operation Overlord (Subject Guide),98,smith_to_bradley_01KS3J4ECWTG9RJN51KP4KJRY8.json; letter_to_montgomery_15_september_1944_01KS0ZV0NQ2FHEQD91RPXP83VS.json; de_guingand_to_smith_26_sep_44_01KT7WZTY1550Z2M8PXKRT5VDN.json; cbl_smith_to_eisenhower_5_jan_44_eisenhower_personal_files_see_bibliographical_n_01KQ6GA50AS799AW9QN2XEJA88.json; cbl_eisenhower_to_smith_6_jan_44_eisenhower_personal_files_01KQ67WBVNV4BFF7NV7N3466N9.json,0,
